word,chunk,meaning,scene,status,mastery
compensation,clarify the compensation proposal,澄清补偿方案,client_escalation,new,0
approval,clarify the approval process,澄清审批流程,internal_approval,new,0
project,clarify the project status,澄清项目状态,project_management,new,0
production,clarify the production issue,澄清生产问题,factory_issue,new,0
communication,clarify the communication plan,澄清沟通计划,communication,new,0
team,clarify the team morale,澄清团队士气,team_management,new,0
cost,clarify the cost impact,澄清成本影响,cost_control,new,0
price,clarify the price increase,澄清涨价,cost_control,new,0
issue,handle the issue,处理问题,problem_solving,new,0
risk,handle the risk,处理风险,risk_management,new,0
delay,handle the delay,处理延误,project_delay,new,0
schedule,handle the schedule,处理计划,project_management,new,0
shipment,handle the shipment,处理发货,shipping,new,0
delivery,handle the delivery date,处理交付日期,shipping,new,0
order,handle the order status,处理订单状态,order_management,new,0
client,handle the client request,处理客户要求,client_escalation,new,0
supplier,handle the supplier response,处理供应商回复,supplier_crisis,new,0
material,handle the material quality,处理材料质量,quality_check,new,0
specifications,handle the specifications,处理规格,quality_check,new,0
recovery,handle the recovery plan,处理恢复计划,client_escalation,new,0
compensation,handle the compensation proposal,处理补偿方案,client_escalation,new,0
approval,handle the approval process,处理审批流程,internal_approval,new,0
project,handle the project status,处理项目状态,project_management,new,0
production,handle the production issue,处理生产问题,factory_issue,new,0
communication,handle the communication plan,处理沟通计划,communication,new,0
team,handle the team morale,处理团队士气,team_management,new,0
cost,handle the cost impact,处理成本影响,cost_control,new,0
price,handle the price increase,处理涨价,cost_control,new,0
issue,manage the issue,管理问题,problem_solving,new,0
delay,manage the delay,管理延误,project_delay,new,0
schedule,manage the schedule,管理计划,project_management,new,0
shipment,manage the shipment,管理发货,shipping,new,0
delivery,manage the delivery date,管理交付日期,shipping,new,0
order,manage the order status,管理订单状态,order_management,new,0
client,manage the client request,管理客户要求,client_escalation,new,0
supplier,manage the supplier response,管理供应商回复,supplier_crisis,new,0
material,manage the material quality,管理材料质量,quality_check,new,0
specifications,manage the specifications,管理规格,quality_check,new,0
recovery,manage the recovery plan,管理恢复计划,client_escalation,new,0
compensation,manage the compensation proposal,管理补偿方案,client_escalation,new,0
approval,manage the approval process,管理审批流程,internal_approval,new,0
project,manage the project status,管理项目状态,project_management,new,0
production,manage the production issue,管理生产问题,factory_issue,new,0
communication,manage the communication plan,管理沟通计划,communication,new,0
team,manage the team morale,管理团队士气,team_management,new,0
cost,manage the cost impact,管理成本影响,cost_control,new,0
price,manage the price increase,管理涨价,cost_control,new,0
issue,avoid the issue,避免问题,problem_solving,new,0
risk,avoid the risk,避免风险,risk_management,new,0
delay,avoid the delay,避免延误,project_delay,new,0
schedule,avoid the schedule,避免计划,project_management,new,0
shipment,avoid the shipment,避免发货,shipping,new,0
delivery,avoid the delivery date,避免交付日期,shipping,new,0
order,avoid the order status,避免订单状态,order_management,new,0
client,avoid the client request,避免客户要求,client_escalation,new,0
supplier,avoid the supplier response,避免供应商回复,supplier_crisis,new,0
material,avoid the material quality,避免材料质量,quality_check,new,0
specifications,avoid the specifications,避免规格,quality_check,new,0
recovery,avoid the recovery plan,避免恢复计划,client_escalation,new,0
compensation,avoid the compensation proposal,避免补偿方案,client_escalation,new,0
approval,avoid the approval process,避免审批流程,internal_approval,new,0
project,avoid the project status,避免项目状态,project_management,new,0
production,avoid the production issue,避免生产问题,factory_issue,new,0
communication,avoid the communication plan,避免沟通计划,communication,new,0
team,avoid the team morale,避免团队士气,team_management,new,0
cost,avoid the cost impact,避免成本影响,cost_control,new,0
price,avoid the price increase,避免涨价,cost_control,new,0
issue,prevent the issue,防止问题,problem_solving,new,0
risk,prevent the risk,防止风险,risk_management,new,0
delay,prevent the delay,防止延误,project_delay,new,0
schedule,prevent the schedule,防止计划,project_management,new,0
shipment,prevent the shipment,防止发货,shipping,new,0
delivery,prevent the delivery date,防止交付日期,shipping,new,0
order,prevent the order status,防止订单状态,order_management,new,0
client,prevent the client request,防止客户要求,client_escalation,new,0
supplier,prevent the supplier response,防止供应商回复,supplier_crisis,new,0
material,prevent the material quality,防止材料质量,quality_check,new,0
specifications,prevent the specifications,防止规格,quality_check,new,0
recovery,prevent the recovery plan,防止恢复计划,client_escalation,new,0
compensation,prevent the compensation proposal,防止补偿方案,client_escalation,new,0
approval,prevent the approval process,防止审批流程,internal_approval,new,0
project,prevent the project status,防止项目状态,project_management,new,0
production,prevent the production issue,防止生产问题,factory_issue,new,0
communication,prevent the communication plan,防止沟通计划,communication,new,0
team,prevent the team morale,防止团队士气,team_management,new,0
cost,prevent the cost impact,防止成本影响,cost_control,new,0
price,prevent the price increase,防止涨价,cost_control,new,0
issue,resolve the issue,解决问题,problem_solving,new,0
risk,resolve the risk,解决风险,risk_management,new,0
delay,resolve the delay,解决延误,project_delay,new,0
schedule,resolve the schedule,解决计划,project_management,new,0
shipment,resolve the shipment,解决发货,shipping,new,0
delivery,resolve the delivery date,解决交付日期,shipping,new,0
order,resolve the order status,解决订单状态,order_management,new,0
client,resolve the client request,解决客户要求,client_escalation,new,0
supplier,resolve the supplier response,解决供应商回复,supplier_crisis,new,0
material,resolve the material quality,解决材料质量,quality_check,new,0
specifications,resolve the specifications,解决规格,quality_check,new,0
recovery,resolve the recovery plan,解决恢复计划,client_escalation,new,0
compensation,resolve the compensation proposal,解决补偿方案,client_escalation,new,0
approval,resolve the approval process,解决审批流程,internal_approval,new,0
project,resolve the project status,解决项目状态,project_management,new,0
production,resolve the production issue,解决生产问题,factory_issue,new,0
communication,resolve the communication plan,解决沟通计划,communication,new,0
team,resolve the team morale,解决团队士气,team_management,new,0
cost,resolve the cost impact,解决成本影响,cost_control,new,0
price,resolve the price increase,解决涨价,cost_control,new,0
issue,escalate the issue,升级问题,problem_solving,new,0
risk,escalate the risk,升级风险,risk_management,new,0
delay,escalate the delay,升级延误,project_delay,new,0
schedule,escalate the schedule,升级计划,project_management,new,0
shipment,escalate the shipment,升级发货,shipping,new,0
delivery,escalate the delivery date,升级交付日期,shipping,new,0
order,escalate the order status,升级订单状态,order_management,new,0
client,escalate the client request,升级客户要求,client_escalation,new,0
supplier,escalate the supplier response,升级供应商回复,supplier_crisis,new,0
material,escalate the material quality,升级材料质量,quality_check,new,0
specifications,escalate the specifications,升级规格,quality_check,new,0
recovery,escalate the recovery plan,升级恢复计划,client_escalation,new,0
compensation,escalate the compensation proposal,升级补偿方案,client_escalation,new,0
approval,escalate the approval process,升级审批流程,internal_approval,new,0
project,escalate the project status,升级项目状态,project_management,new,0
production,escalate the production issue,升级生产问题,factory_issue,new,0
communication,escalate the communication plan,升级沟通计划,communication,new,0
team,escalate the team morale,升级团队士气,team_management,new,0
cost,escalate the cost impact,升级成本影响,cost_control,new,0
price,escalate the price increase,升级涨价,cost_control,new,0
responsibility,be responsible for the delay,负责延误,project_delay,new,0
responsibility,be responsible for the decision,负责决定,project_management,new,0
responsibility,be responsible for the result,负责结果,project_management,new,0
responsibility,be responsible for the project,负责项目,project_management,new,0
responsibility,be responsible for the shipment,负责发货,shipping,new,0
responsibility,be responsible for the quality issue,负责质量问题,quality_check,new,0
responsibility,be responsible for the client complaint,负责客户投诉,client_escalation,new,0
responsibility,be responsible for the negotiation,负责谈判,negotiation,new,0
responsibility,be responsible for the supplier issue,负责供应商问题,supplier_crisis,new,0
responsibility,be responsible for the recovery plan,负责恢复计划,client_escalation,new,0
responsibility,be responsible for pressure,负责压力,team_management,new,0
awareness,be aware of the delay,意识到延误,project_delay,new,0
awareness,be aware of the decision,意识到决定,project_management,new,0
awareness,be aware of the result,意识到结果,project_management,new,0
awareness,be aware of the project,意识到项目,project_management,new,0
awareness,be aware of the shipment,意识到发货,shipping,new,0
awareness,be aware of the quality issue,意识到质量问题,quality_check,new,0
awareness,be aware of the client complaint,意识到客户投诉,client_escalation,new,0
awareness,be aware of the negotiation,意识到谈判,negotiation,new,0
awareness,be aware of the supplier issue,意识到供应商问题,supplier_crisis,new,0
awareness,be aware of the recovery plan,意识到恢复计划,client_escalation,new,0
awareness,be aware of pressure,意识到压力,team_management,new,0
concern,be concerned about the delay,担心延误,project_delay,new,0
concern,be concerned about the decision,担心决定,project_management,new,0
concern,be concerned about the result,担心结果,project_management,new,0
concern,be concerned about the project,担心项目,project_management,new,0
concern,be concerned about the shipment,担心发货,shipping,new,0
concern,be concerned about the quality issue,担心质量问题,quality_check,new,0
concern,be concerned about the client complaint,担心客户投诉,client_escalation,new,0
concern,be concerned about the negotiation,担心谈判,negotiation,new,0
concern,be concerned about the supplier issue,担心供应商问题,supplier_crisis,new,0
concern,be concerned about the recovery plan,担心恢复计划,client_escalation,new,0
concern,be concerned about pressure,担心压力,team_management,new,0
preparation,be prepared for the delay,为延误做好准备,project_delay,new,0
preparation,be prepared for the decision,为决定做好准备,project_management,new,0
preparation,be prepared for the result,为结果做好准备,project_management,new,0
preparation,be prepared for the project,为项目做好准备,project_management,new,0
preparation,be prepared for the shipment,为发货做好准备,shipping,new,0
preparation,be prepared for the quality issue,为质量问题做好准备,quality_check,new,0
preparation,be prepared for the client complaint,为客户投诉做好准备,client_escalation,new,0
preparation,be prepared for the negotiation,为谈判做好准备,negotiation,new,0
preparation,be prepared for the supplier issue,为供应商问题做好准备,supplier_crisis,new,0
preparation,be prepared for the recovery plan,为恢复计划做好准备,client_escalation,new,0
preparation,be prepared for pressure,为压力做好准备,team_management,new,0
involvement,be involved in the delay,参与延误,project_delay,new,0
involvement,be involved in the decision,参与决定,project_management,new,0
involvement,be involved in the result,参与结果,project_management,new,0
involvement,be involved in the project,参与项目,project_management,new,0
involvement,be involved in the shipment,参与发货,shipping,new,0
involvement,be involved in the quality issue,参与质量问题,quality_check,new,0
involvement,be involved in the client complaint,参与客户投诉,client_escalation,new,0
involvement,be involved in the negotiation,参与谈判,negotiation,new,0
involvement,be involved in the supplier issue,参与供应商问题,supplier_crisis,new,0
involvement,be involved in the recovery plan,参与恢复计划,client_escalation,new,0
involvement,be involved in pressure,参与压力,team_management,new,0
impact,be affected by the delay,受到延误影响,project_delay,new,0
impact,be affected by the decision,受到决定影响,project_management,new,0
impact,be affected by the result,受到结果影响,project_management,new,0
impact,be affected by the project,受到项目影响,project_management,new,0
impact,be affected by the shipment,受到发货影响,shipping,new,0
impact,be affected by the quality issue,受到质量问题影响,quality_check,new,0
impact,be affected by the client complaint,受到客户投诉影响,client_escalation,new,0
impact,be affected by the negotiation,受到谈判影响,negotiation,new,0
impact,be affected by the supplier issue,受到供应商问题影响,supplier_crisis,new,0
impact,be affected by the recovery plan,受到恢复计划影响,client_escalation,new,0
impact,be affected by pressure,受到压力影响,team_management,new,0
satisfaction,be satisfied with the delay,对延误满意,project_delay,new,0
satisfaction,be satisfied with the decision,对决定满意,project_management,new,0
satisfaction,be satisfied with the result,对结果满意,project_management,new,0
satisfaction,be satisfied with the project,对项目满意,project_management,new,0
satisfaction,be satisfied with the shipment,对发货满意,shipping,new,0
satisfaction,be satisfied with the quality issue,对质量问题满意,quality_check,new,0
satisfaction,be satisfied with the client complaint,对客户投诉满意,client_escalation,new,0
satisfaction,be satisfied with the negotiation,对谈判满意,negotiation,new,0
satisfaction,be satisfied with the supplier issue,对供应商问题满意,supplier_crisis,new,0
satisfaction,be satisfied with the recovery plan,对恢复计划满意,client_escalation,new,0
satisfaction,be satisfied with pressure,对压力满意,team_management,new,0
dissatisfied,be dissatisfied with the delay,对延误不满意,project_delay,new,0
dissatisfied,be dissatisfied with the decision,对决定不满意,project_management,new,0
dissatisfied,be dissatisfied with the result,对结果不满意,project_management,new,0
dissatisfied,be dissatisfied with the project,对项目不满意,project_management,new,0
dissatisfied,be dissatisfied with the shipment,对发货不满意,shipping,new,0
dissatisfied,be dissatisfied with the quality issue,对质量问题不满意,quality_check,new,0
dissatisfied,be dissatisfied with the client complaint,对客户投诉不满意,client_escalation,new,0
dissatisfied,be dissatisfied with the negotiation,对谈判不满意,negotiation,new,0
dissatisfied,be dissatisfied with the supplier issue,对供应商问题不满意,supplier_crisis,new,0
dissatisfied,be dissatisfied with the recovery plan,对恢复计划不满意,client_escalation,new,0
dissatisfied,be dissatisfied with pressure,对压力不满意,team_management,new,0
pressure,be under the delay,处于延误之下,project_delay,new,0
pressure,be under the decision,处于决定之下,project_management,new,0
pressure,be under the result,处于结果之下,project_management,new,0
pressure,be under the project,处于项目之下,project_management,new,0
pressure,be under the shipment,处于发货之下,shipping,new,0
pressure,be under the quality issue,处于质量问题之下,quality_check,new,0
pressure,be under the client complaint,处于客户投诉之下,client_escalation,new,0
pressure,be under the negotiation,处于谈判之下,negotiation,new,0
pressure,be under the supplier issue,处于供应商问题之下,supplier_crisis,new,0
pressure,be under the recovery plan,处于恢复计划之下,client_escalation,new,0
pressure,be under pressure,处于压力之下,team_management,new,0
responsibility,be in charge of the delay,负责延误,project_delay,new,0
responsibility,be in charge of the decision,负责决定,project_management,new,0
responsibility,be in charge of the result,负责结果,project_management,new,0
responsibility,be in charge of the project,负责项目,project_management,new,0
responsibility,be in charge of the shipment,负责发货,shipping,new,0
responsibility,be in charge of the quality issue,负责质量问题,quality_check,new,0
responsibility,be in charge of the client complaint,负责客户投诉,client_escalation,new,0
responsibility,be in charge of the negotiation,负责谈判,negotiation,new,0
responsibility,be in charge of the supplier issue,负责供应商问题,supplier_crisis,new,0
responsibility,be in charge of the recovery plan,负责恢复计划,client_escalation,new,0
responsibility,be in charge of pressure,负责压力,team_management,new,0
escalation,serious escalation,严重升级,client_escalation,new,0
escalation,avoid escalation,避免升级,client_escalation,new,0
clarification,ask for clarification,要求澄清,communication,new,0
clarification,provide clarification,提供澄清,communication,new,0
clarification,clarification about responsibility,关于责任的澄清,client_escalation,new,0
expectation,manage expectations,管理预期,client_escalation,new,0
expectation,client expectations,客户期望,client_escalation,new,0
expectation,meet expectations,满足期望,client_escalation,new,0
requirement,meet the requirement,满足要求,quality_check,new,0
requirement,client requirement,客户要求,client_escalation,new,0
requirement,technical requirement,技术要求,quality_check,new,0
performance,improve performance,提升表现,team_management,new,0
progress,current progress,当前进展,project_management,new,0
progress,make progress,取得进展,project_management,new,0
progress,track the progress,跟踪进度,project_management,new,0
status,current status,当前状态,project_management,new,0
status,shipment status,发货状态,shipping,new,0
status,project status,项目状态,project_management,new,0
priority,top priority,首要任务,project_management,new,0
priority,set priorities,设定优先级,project_management,new,0
priority,priority issue,优先问题,problem_solving,new,0
resource,limited resources,有限资源,project_management,new,0
resource,allocate resources,分配资源,project_management,new,0
resource,lack of resources,资源不足,project_management,new,0
capacity,supplier capacity,供应商产能,supplier_management,new,0
capacity,limited capacity,有限产能,factory_issue,new,0
availability,material availability,材料可用性,supplier_crisis,new,0
availability,check availability,检查可用性,supplier_crisis,new,0
availability,supplier availability,供应商可用性,supplier_crisis,new,0
compatibility,compatibility problem,兼容性问题,quality_check,new,0
compatibility,verify compatibility,验证兼容性,quality_check,new,0
standard,meet the standard,符合标准,quality_check,new,0
standard,quality standard,质量标准,quality_check,new,0
standard,standard procedure,标准流程,project_management,new,0
procedure,follow the procedure,遵循流程,project_management,new,0
procedure,emergency procedure,紧急流程,crisis_response,new,0
procedure,approval procedure,审批流程,internal_approval,new,0
instruction,follow the instruction,遵循指示,project_management,new,0
instruction,clear instruction,清晰指示,communication,new,0
instruction,management instruction,管理层指示,internal_approval,new,0
feedback,client feedback,客户反馈,client_escalation,new,0
feedback,collect feedback,收集反馈,communication,new,0
feedback,negative feedback,负面反馈,client_escalation,new,0
complaint,handle the complaint,处理投诉,client_escalation,new,0
complaint,formal complaint,正式投诉,client_escalation,new,0
proposal,submit a proposal,提交提案,negotiation,new,0
proposal,compensation proposal,补偿方案,client_escalation,new,0
proposal,reject the proposal,拒绝提案,negotiation,new,0
proposal,revise the proposal,修改提案,negotiation,new,0
offer,make an offer,报价/提出方案,negotiation,new,0
offer,offer a discount,提供折扣,client_escalation,new,0
offer,offer support,提供支持,team_management,new,0
discount,20 percent discount,20%折扣,client_escalation,new,0
discount,discount on the next order,下一订单折扣,client_escalation,new,0
failure,project failure,项目失败,project_management,new,0
failure,avoid failure,避免失败,project_management,new,0
failure,supplier failure,供应商失败,supplier_crisis,new,0
threat,threaten to terminate the project,威胁终止项目,client_escalation,new,0
threat,serious threat,严重威胁,risk_management,new,0
threat,threat to the project,项目威胁,risk_management,new,0
terminate,terminate the project,终止项目,client_escalation,new,0
terminate,avoid termination,避免终止,client_escalation,new,0
collapse,project may collapse,项目可能崩溃,project_management,new,0
collapse,avoid project collapse,避免项目崩溃,project_management,new,0
collapse,the situation may collapse,局势可能崩溃,crisis_response,new,0
urgent,urgent request,紧急请求,client_escalation,new,0
urgent,urgent meeting,紧急会议,meeting,new,0
immediate,immediate response,立即回应,communication,new,0
immediate,immediate approval,立即批准,internal_approval,new,0
serious,serious risk,严重风险,risk_management,new,0
serious,serious delay,严重延误,project_delay,new,0
major,major issue,重大问题,problem_solving,new,0
major,major risk,重大风险,risk_management,new,0
minor,minor issue,小问题,problem_solving,new,0
minor,minor delay,小延误,project_delay,new,0
minor,minor adjustment,小调整,project_management,new,0
critical,critical issue,关键问题,problem_solving,new,0
critical,critical deadline,关键截止日期,project_delay,new,0
critical,critical decision,关键决定,project_management,new,0
stable,keep communication stable,保持沟通稳定,communication,new,0
stable,stable supply,稳定供应,supplier_management,new,0
stable,stable relationship,稳定关系,client_escalation,new,0
unstable,unstable supplier,不稳定供应商,supplier_management,new,0
unstable,unstable situation,不稳定局势,crisis_response,new,0
unstable,unstable schedule,不稳定计划,project_delay,new,0
clear,clear explanation,清晰解释,communication,new,0
clear,clear responsibility,明确责任,client_escalation,new,0
clear,clear action plan,清晰行动计划,project_management,new,0
honest,honest communication,诚实沟通,communication,new,0
honest,be honest with the client,对客户诚实,client_escalation,new,0
honest,honest explanation,诚实解释,communication,new,0
careful,careful inspection,仔细检查,quality_check,new,0
careful,be careful with the decision,谨慎做决定,project_management,new,0
careful,careful analysis,仔细分析,analysis,new,0
analysis,risk analysis,风险分析,risk_management,new,0
analysis,cost analysis,成本分析,cost_control,new,0
analysis,technical analysis,技术分析,quality_check,new,0
analyze,analyze the situation,分析形势,analysis,new,0
analyze,analyze the risk,分析风险,risk_management,new,0
analyze,analyze the root cause,分析根本原因,problem_solving,new,0
root,root cause,根本原因,problem_solving,new,0
root,root cause analysis,根因分析,problem_solving,new,0
root,identify the root cause,识别根本原因,problem_solving,new,0
cause,cause the problem,造成问题,problem_solving,new,0
cause,main cause,主要原因,problem_solving,new,0
reason,main reason,主要原因,problem_solving,new,0
reason,reasonable reason,合理原因,communication,new,0
reason,explain the reason,解释原因,communication,new,0
explanation,provide an explanation,提供解释,communication,new,0
explanation,detailed explanation,详细解释,communication,new,0
evidence,provide evidence,提供证据,analysis,new,0
evidence,clear evidence,明确证据,analysis,new,0
evidence,evidence of delay,延误证据,project_delay,new,0
data,collect data,收集数据,analysis,new,0
data,analyze data,分析数据,analysis,new,0
data,data-driven decision,数据驱动决策,project_management,new,0
information,share information,分享信息,communication,new,0
information,missing information,缺失信息,communication,new,0
information,collect information,收集信息,analysis,new,0
document,prepare the document,准备文件,documentation,new,0
document,submit the document,提交文件,documentation,new,0
document,review the document,审查文件,documentation,new,0
record,keep a record,保留记录,documentation,new,0
record,record the decision,记录决定,documentation,new,0
record,delivery record,交付记录,shipping,new,0
process,improve the process,改进流程,project_management,new,0
process,follow the process,遵循流程,project_management,new,0
operation,daily operation,日常运营,operations,new,0
operation,operation risk,运营风险,risk_management,new,0
operation,continue the operation,继续运营,operations,new,0
control,control the risk,控制风险,risk_management,new,0
monitor,monitor the progress,监控进度,project_management,new,0
track,track the issue,跟踪问题,problem_solving,new,0
follow,follow up immediately,立即跟进,communication,new,0
follow,follow up with the client,跟进客户,client_escalation,new,0
respond,respond to the client,回复客户,client_escalation,new,0
respond,respond immediately,立即回应,communication,new,0
respond,respond to the complaint,回应投诉,client_escalation,new,0
inform,inform the client,通知客户,client_escalation,new,0
inform,inform management,通知管理层,internal_approval,new,0
inform,inform the supplier,通知供应商,supplier_crisis,new,0
explain,explain the situation,解释情况,communication,new,0
clarify,clarify the responsibility,澄清责任,client_escalation,new,0
clarify,clarify the requirement,澄清要求,communication,new,0
protect,protect the project,保护项目,project_management,new,0
protect,protect the client relationship,保护客户关系,client_escalation,new,0
protect,protect the team,保护团队,team_management,new,0
save,save the project,挽救项目,project_management,new,0
save,save time,节省时间,project_management,new,0
save,save cost,节省成本,cost_control,new,0
learn,learn from the issue,从问题中学习,team_management,new,0
learn,learn from the mistake,从错误中学习,team_management,new,0
learn,learn from experience,从经验中学习,team_management,new,0
experience,gain experience,获得经验,team_management,new,0
experience,collect more experience,积累更多经验,team_management,new,0
experience,valuable experience,宝贵经验,team_management,new,0
cooperate,cooperate with the supplier,与供应商合作,supplier_crisis,new,0
cooperate,cooperate with the client,与客户合作,client_escalation,new,0
cooperate,cooperate as a team,团队合作,team_management,new,0
coordinate,coordinate with the supplier,与供应商协调,supplier_crisis,new,0
coordinate,coordinate internally,内部协调,project_management,new,0
coordinate,coordinate the action plan,协调行动计划,project_management,new,0
prepare,prepare for the meeting,为会议做准备,meeting,new,0
prepare,prepare a backup plan,准备备用计划,project_management,new,0
submit,submit the report,提交报告,reporting,new,0
submit,submit the proposal,提交提案,negotiation,new,0
accept,accept the risk,接受风险,risk_management,new,0
accept,accept the price increase,接受涨价,cost_control,new,0
reject,reject the request,拒绝请求,client_escalation,new,0
reject,reject the material,拒绝材料,quality_check,new,0
refuse,refuse the offer,拒绝报价,negotiation,new,0
refuse,refuse the request,拒绝请求,client_escalation,new,0
refuse,refuse to accept the delay,拒绝接受延误,client_escalation,new,0
suggest,suggest a solution,建议解决方案,problem_solving,new,0
suggest,suggest an alternative plan,建议替代方案,project_management,new,0
suggest,suggest urgent delivery,建议紧急交付,shipping,new,0
recommend,recommend a solution,推荐方案,problem_solving,new,0
recommend,recommend another supplier,推荐另一个供应商,supplier_crisis,new,0
recommend,recommend immediate action,建议立即行动,crisis_response,new,0
request,request approval,请求批准,internal_approval,new,0
request,request confirmation,请求确认,communication,new,0
request,request an extension,请求延期,negotiation,new,0
require,require approval,需要批准,internal_approval,new,0
require,require urgent action,需要紧急行动,crisis_response,new,0
require,require technical verification,需要技术验证,quality_check,new,0
need,need approval,需要批准,internal_approval,new,0
need,need a backup plan,需要备用计划,project_management,new,0
need,need immediate action,需要立即行动,crisis_response,new,0
want,want compensation,想要补偿,client_escalation,new,0
want,want a recovery plan,想要恢复计划,client_escalation,new,0
want,want clarification,想要澄清,communication,new,0
expect,expect delivery on time,期望按时交付,shipping,new,0
expect,expect a clear explanation,期望清晰解释,communication,new,0
expect,expect immediate action,期望立即行动,crisis_response,new,0
promise,promise delivery,承诺交付,shipping,new,0
promise,promise a solution,承诺方案,client_escalation,new,0
promise,promise improvement,承诺改善,client_escalation,new,0
